,Nº,REGIÃO,UF,ENTE,ANO,N.JUR,POP,TAM.ATV,AD.PROG,C.PROG,PRT_massa,MassaSeg.,GR_POD,GR_SEGR,GR_C.ÉT,CIE_REL,CIE_FISC,CIE_AUD,CIE_CRP,GI_DIV.CART,GI_C.TÉC,GI_P.INV,GI_COMITÊ,GI_CONS,SA_AMRTZ,SA_PUB.REL,SA_REPAS,SA_R.ALIQ,GTI_POL.INFR.,GTI_INV.TI,DDM_CART,DDM_ACES,DDM_ATAS,RP_REG.ENV,RP_REL.GOV,RP_SITE,PS_OUV,PS_GEST,IP_REP.CF,IP_SELEC,LI_CERT.MB,LI_DIR.CERT,LI_P.EST.,R.FIN,IND.SF,R.INV,VAR.INV,R.AT,IND.COB
433,434,S,RS,Tapes,2006-02-01,Órgão Adm. Direta,17332,34032350.23,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,C,1,0,1,1,IRG,REG,1,0,0,1,REG,1,B,0,0,1,0,A,ESC,C,0,0,4043654.6800000016,1.6994850284965892,4024951.869999994,0.13413198377655022,-63365003.13,0.3494176079324215
434,435,S,PR,Tapira,2001-12-13,Autarquia,4832,6313186.49,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,0,REG,REG,0,0,0,1,REG,0,A,0,0,1,0,A,ESC,C,1,0,-535306.4800000002,0.7780596202672191,-34184.4299999997,-0.0053856045961151455,-42307036.65,0.1298469254618892
435,436,CO,MT,Tapurah,2009-10-01,Autarquia,14046,31037080.11,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,0,1,REG,1,B,0,1,1,0,B,ESC,B,1,0,,,5655284.360000003,0.22280867814484706,-25850835.160000004,0.5455830111314958
436,437,S,RS,Taquara,2005-07-08,Órgão Adm. Direta,57584,36506382.47,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,0,1,REG,REG,0,0,1,1,REG,1,B,0,0,0,0,B,ESC,B,1,0,-5175194.6000000015,0.6945901175952318,7670664.799999997,0.26601261975804324,-223265552.5,0.14053243463046142
437,438,S,PR,Teixeira Soares,2010-03-19,Órgão Adm. Direta,12567,12539366.67,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,0,A,0,1,1,0,B,ESC,C,1,0,737124.5599999996,1.152362456930619,1939805.359999999,0.18300807960513588,-72459138.77999999,0.1475245547390975
438,439,S,PR,Telêmaco Borba,2003-06-11,Fund. Dir. Púbico,79792,199447470.74,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,0,1,REG,0,B,0,1,1,0,C,ESC,C,0,0,39167988.730000004,2.963103246839233,34865773.47,0.21184478012036734,-209096599.70999998,0.4881908346394898
439,440,S,RS,Tenente Portela,2007-03-06,Órgão Adm. Direta,13434,25207674.3,NÃO,,PEQUENO PORTE,menos favorável,1,0,0,0,REG,REG,REG,REG,B,1,1,0,1,REG,REG,0,0,0,1,REG,0,B,0,0,0,0,A,ESC,B,1,0,-3510531.9700000007,0.33581393454215985,1917361.699999999,0.0823244295999701,-40103564.91,0.3859622724191149
440,441,NE,PE,Terezinha,2014-10-24,Autarquia,7198,,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,IRG,REG,IRG,IRG,C,1,0,0,0,IRG,IRG,0,0,0,1,REG,0,C,0,0,0,0,B,ESC,,0,0,-184950.25,0.8807455231739699,,,,
441,442,S,RS,Terra de Areia,2013-12-30,Órgão Adm. Direta,11315,17278564.47,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,0,0,1,REG,0,B,0,0,0,0,A,ESC,C,1,0,1838161.81,1.627948857104553,2841624.450000003,0.1968301070769427,-44225416.53,0.2809340824620767
442,443,CO,MT,Terra Nova do Norte,2009-03-31,Autarquia,9473,8813718.35,NÃO,,PEQUENO PORTE,mais favorável,1,0,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,0,0,0,0,REG,1,B,0,1,1,0,B,ESC,C,1,0,-134097.99000000022,0.957117481659278,2193435.399999999,0.3313204913696324,-32916699.939999998,0.21120608685851733
443,444,S,PR,Terra Rica,2003-02-12,Autarquia,16924,35557433.66,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,C,1,1,0,0,REG,REG,0,0,0,1,REG,0,B,0,0,0,0,A,EL,C,1,0,2741373.2,1.424957457566442,3131040.519999995,0.09655839631875862,-53542380.71000001,0.3990741609442928
444,445,S,RS,Teutônia,2014-12-19,Órgão Adm. Direta,33766,38400016.28,NÃO,,MÉDIO PORTE,mais favorável,1,0,0,0,REG,REG,IRG,REG,B,1,1,1,1,REG,REG,0,0,0,1,REG,0,A,0,0,0,0,A,ESC,C,1,0,5076378.320000002,2.8350296658010072,12127340.55,0.46159518256270116,-42516360.96000001,0.4745642055390664
445,446,N,RO,Theobroma,2006-06-28,Autarquia,10395,,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,JUD,REG,C,1,0,0,0,JUD,JUD,0,0,1,0,REG,1,B,0,1,1,0,A,ESC,,0,1,2917415.1500000004,3.173177390080098,,,,
446,447,S,PR,Tibagi,2001-10-30,Autarquia,20607,98294816.68,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,1,1,1,REG,0,A,0,1,1,0,B,ESC,C,1,1,9128140.440000001,2.135687021993524,10623589.35000001,0.12117532368985962,-71250582.93,0.5797551387776048
447,448,SE,RJ,Mangaratiba,2006-10-20,Autarquia,45220,1137454.55,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,JUD,JUD,A,0,1,1,1,JUD,JUD,0,0,1,1,REG,1,B,0,1,1,0,B,ESC,C,1,0,-2666727.3000000007,0.8832074441859096,-1775563.4,-0.6095271057289571,-607182216.8700001,0.0018698302939059012
448,449,CO,MS,Maracaju,2005-09-23,Autarquia,48022,76516506.48,SIM,NÍVEL I,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,JUD,REG,B,1,1,1,0,REG,REG,1,1,0,1,REG,1,A,1,,1,,A,EL,B,1,1,2829015.75,1.2148393426860062,9808592.090000004,0.14703790666659455,-36341130.14,0.6779913949255976
449,450,SE,MG,Mariana,2008-12-31,Autarquia,61288,217152049.24,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,1,0,REG,,1,1,1,1,REG,1,B,1,1,1,1,C,ESC,B,1,1,42616883.45999999,3.499364322712015,38307174.38,0.21419218420425468,-153245153.71972597,0.5862680590047852
450,451,SE,RJ,Maricá,2001-08-17,Autarquia,164504,80196474.92,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,1,0,REG,REG,REG,REG,B,1,1,1,1,IRG,REG,0,0,1,1,REG,1,B,0,1,1,1,A,EL,C,1,0,-15389116.400000006,0.7078622636100311,24026192.12,0.4277384930666577,-975770038.6389041,0.07594603985093744
451,452,SE,SP,Marília,2005-12-06,Autarquia,240590,8545671.700000001,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,A,1,1,1,1,REG,JUD,1,0,1,1,REG,1,A,0,1,1,1,C,ESC,B,1,0,-26422640.370000005,0.7701243601351924,-11735045.93,-0.578630704499385,-2310796128.84,0.0036845245051895146
452,453,SE,SP,Marinópolis,1992-08-20,Autarquia,2106,6038140.0,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,1,1,REG,1,A,0,1,1,1,B,ESC,C,1,0,-781818.3199999998,0.6384953582398154,-166503.3900000006,-0.026835287628029114,-29006115.580000013,0.17230042128348153
453,454,SE,RJ,Miracema,1999-11-08,Autarquia,27154,97280.14,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,JUD,REG,JUD,REG,C,0,1,1,0,JUD,JUD,0,0,1,1,REG,1,C,0,1,1,1,B,ESC,C,1,0,-3657851.299999999,0.7447412305330846,-345925.3799999999,-0.7805078330251843,-261102971.04000002,0.0003724350936131439
454,455,N,RO,Mirante da Serra,2015-09-22,Autarquia,10818,21529836.38,NÃO,,PEQUENO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,0,0,IRG,REG,0,1,1,1,REG,1,A,1,1,1,1,C,ESC,C,1,1,3211451.99,2.629713619386663,4501100.270000003,0.2643238018913665,-12955291.430000003,0.6243223600220142
455,456,N,PA,Monte Alegre,1993-10-15,Autarquia,58162,21095030.28,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,IRG,IRG,0,0,1,1,REG,0,B,0,1,1,1,C,ESC,C,1,0,2112846.9299999997,1.144381114855495,-2135338.039999999,-0.0919201112348097,,
456,457,SE,MG,Montes Claros,1992-07-13,,413487,5756265.04,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,JUD,REG,JUD,REG,B,1,1,1,1,JUD,JUD,0,0,1,1,REG,1,B,0,1,1,0,A,ESC,C,1,0,-6766292.590000004,0.8623238389975392,-8366602.23,-0.592415270217292,,
457,458,NE,CE,Morada Nova,2005-10-28,Autarquia,61738,17328378.98,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,IRG,1,0,0,1,REG,1,B,0,1,1,1,,ESC,C,1,0,500847.47000000067,1.0366172456834963,5570764.17,0.4738005335284494,-369718350.850411,0.04477076705335459
458,459,CO,MS,Nova Alvorada do Sul,2015-04-27,Autarquia,22430,17363693.57,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,1,1,REG,1,A,0,1,1,1,A,ESC,C,1,1,5642120.68,5.03582289162199,5635739.369999999,0.4805389988647808,-5208626.63000001,0.7692471760169339
459,460,CO,MS,Nova Andradina,2011-09-01,Autarquia,55224,63800286.26,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,1,1,REG,1,A,1,1,1,1,A,ESC,C,0,0,-1848871.4499999993,0.8809204607306115,13541683.36,0.2694401073373247,-137072766.29000002,0.3176149585525876
460,461,S,PR,Loanda,1992-03-11,Autarquia,23242,53668051.26000001,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,C,1,0,0,0,REG,REG,0,0,1,1,REG,0,B,0,1,1,1,A,EL,A,0,0,-2321205.169999999,0.7390119406032573,2570162.760000005,0.050298805595460516,-95318540.93999997,0.3602206780322613
461,462,S,PR,Londrina,2011-10-25,Autarquia,575377,99821147.28,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,C,1,0,0,0,JUD,JUD,0,0,0,1,REG,1,B,0,1,1,1,A,ESC,A,0,1,-36997811.83000004,0.8830262692549916,-42856336.28,-0.3003721064506838,-3136190818.559999,0.030846964823904345
462,463,NE,RN,Macaíba,2012-04-04,Autarquia,81821,50016503.38,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,1,0,1,1,REG,0,A,0,1,1,1,A,ESC,C,1,0,178631.62000000104,1.0118234060334959,6388946.82,0.1464429210289011,-275816126.38,0.15350366664272047
463,464,NE,CE,Maranguape,1992-12-28,Autarquia,130346,44597918.16,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,JUD,0,0,1,1,REG,0,C,0,1,1,0,B,ESC,C,1,0,-17144643.26,0.2565822121428273,-154081.7599999979,-0.0034430139496658407,-225479779.04,0.1651299556474447
464,465,NE,AL,Marechal Deodoro,2004-12-28,Autarquia,52380,44590219.40000001,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,C,1,1,1,0,JUD,JUD,1,0,0,1,REG,0,C,0,1,1,1,C,ESC,C,1,0,-3504337.330000002,0.8431545008488487,-3381751.5,-0.07049432067424188,-407357204.32,0.09866240420838306
465,466,S,PR,Matelândia,1992-03-18,Autarquia,18107,16719326.37,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,IRG,REG,1,0,1,1,REG,1,B,0,0,1,1,B,ESC,C,1,0,-5214785.129999999,0.29497548137346496,3634157.33,0.2777310189032147,-108083778.3,0.1339656286132357
466,467,SE,MG,Nanuque,2007-06-18,Autarquia,40665,483874.24,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,B,1,1,1,0,JUD,REG,0,0,1,1,REG,1,B,0,1,1,1,B,ESC,C,1,0,-781911.2400000002,0.92916522261765,268878.19,1.2506192090505848,,
467,468,SE,RJ,Natividade,2006-03-15,Autarquia,9250,26553676.48,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,0,0,REG,REG,0,0,1,1,REG,1,B,0,1,1,1,B,ESC,C,1,0,-1319745.0899999999,0.8870009972444186,-1319749.550000001,-0.04734794885205584,-151733757.62,0.1489374538034254
468,469,S,RS,Nova Hartz,2011-06-30,Autarquia,21875,32741259.42,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,,1,REG,1,B,0,1,1,1,A,EL,C,1,0,5539799.629999999,2.864466135843158,6175681.010000002,0.2324692846768701,-2967468.4499999955,0.9168979510890654
469,470,NE,RN,Olho d'Água do Borges,2013-05-21,Autarquia,4244,,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,IRG,REG,C,1,0,0,0,IRG,REG,1,1,0,1,REG,1,C,0,1,1,1,B,ESC,C,0,0,-1019983.97,0.10896662894799068,97065.20999999996,0.05218495091528497,,
470,471,NE,CE,Pacajus,2009-06-08,Autarquia,73188,38507450.27,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,JUD,REG,A,0,1,1,0,REG,JUD,0,0,1,1,REG,1,A,0,1,1,0,B,ESC,C,1,0,6594825.979999997,1.6948336708205112,6225655.750000004,0.19285345943649235,-176302387.5,0.17926297356655743
471,472,SE,MG,Perdões,2007-06-06,Autarquia,21485,43461729.55,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,C,1,1,1,1,IRG,REG,0,0,1,1,REG,1,B,0,1,1,1,C,ESC,C,0,0,5236894.359999999,1.7922072032402105,6655564.670000001,0.1808274426770431,-54289723.82246576,0.44461466352215
472,473,S,PR,Piên,2011-09-12,Autarquia,12882,46775387.98,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,C,1,1,0,0,REG,REG,0,0,0,1,REG,1,A,0,1,1,1,A,EL,C,0,0,7541188.029999999,4.74528883986832,7933260.100000001,0.20424370478644316,-12532615.020000003,0.7886859380512272
473,474,SE,SP,Potirendaba,2005-07-14,Autarquia,17516,28626302.33,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,IRG,REG,,1,0,1,0,REG,REG,0,0,0,1,REG,1,A,0,1,1,1,A,ESC,C,1,0,-1264529.9500000002,0.7742806723889739,4627248.420000002,0.19280961813548414,-85069649.35000001,0.2517794337178285
474,475,S,PR,Quatro Barras,1992-06-02,Autarquia,23911,64916581.3,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,0,1,REG,0,B,0,1,1,1,A,ESC,B,1,0,11021157.649999999,3.062815826370448,10214557.45,0.1867308872887341,-46980926.29000001,0.5801432283716159
475,476,NE,PE,Quixaba,2005-11-22,Autarquia,1983,9198354.43,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,,0,0,0,0,JUD,REG,0,0,0,1,REG,1,C,1,1,1,1,A,ESC,C,0,0,576304.3500000001,1.2638391614550624,1570096.789999999,0.2058263975992296,-35937542.78,0.2037924357015346
476,477,S,PR,Reserva do Iguaçu,2001-11-28,Autarquia,8069,27065731.84,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,,1,0,0,0,REG,IRG,0,0,0,1,REG,0,B,0,1,1,1,B,EL,C,0,0,3865829.1400000006,3.1414852426006465,4290810.449999999,0.18840067004068817,-8478942.790000003,0.7614567335821467
477,478,SE,MG,Rio Acima,2002-12-26,Autarquia,10420,2495332.62,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,1,0,IRG,IRG,0,0,0,1,REG,1,B,0,1,1,1,C,EL,C,1,0,1081186.7000000002,1.3544394445495798,786082.6700000002,0.459899191455293,,
478,479,CO,MT,Rio Branco,2006-01-04,Fund. Dir. Púbico,413418,15543271.78,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,0,0,IRG,REG,1,0,0,1,REG,0,A,0,0,1,1,A,ESC,C,1,0,91572003.13,3.228919572044924,90215306.37,0.23089103249561838,-295511611.2210958,0.6194085783124919
479,480,SE,SP,Rubinéia,2002-02-28,Autarquia,3170,27215102.96,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,1,REG,REG,1,0,1,1,REG,1,A,0,1,1,1,C,ESC,B,0,0,922542.9300000002,1.4216895770656304,3948486.530000001,0.16970609120924074,-22144334.71,0.5513657416834992
480,481,SE,MG,Sabinópolis,2006-08-29,Autarquia,15416,23300846.96,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,IRG,REG,1,0,1,1,REG,0,B,0,1,1,1,A,ESC,C,1,0,2978677.9700000007,1.595812576559767,3471397.21,0.17506270994736006,-46424138.90191781,0.3341821682996768
481,482,SE,SP,Santa Rita do Passa Quatro,2004-10-14,Autarquia,27600,143121440.04,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,0,0,1,REG,1,C,1,1,1,1,B,ESC,C,1,0,-1519645.2400000002,0.8304782355198055,21704440.43999998,0.17875948599869695,-30460061.140000015,0.8245201191778285
482,483,S,RS,Santa Rosa,2001-01-29,Autarquia,73575,258269174.68,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,0,0,REG,REG,0,0,1,1,REG,1,A,0,1,1,1,B,ESC,C,1,0,6720887.52,1.2432555953449451,28266671.94999999,0.12289723639738948,-341449342.35999995,0.4306506591704488
